ratio,F1
0.0,0.9702970297029703
0.015,0.9847161572052401
0.03,0.9923329682365828
0.045,0.9967213114754099
0.06,0.9967213114754099
0.075,0.9967213114754099
0.09,0.9967213114754099
0.105,0.9978118161925602
0.12,0.9978118161925602
0.135,0.9978118161925602
0.15,0.9989047097480832
0.16499999999999998,0.9989047097480832
0.18,0.9989047097480832
0.195,0.9989047097480832
0.21,0.9989047097480832
0.22499999999999998,0.9989047097480832
0.24,0.9989047097480832
0.255,0.9989047097480832
0.27,0.9989047097480832
0.285,0.9989047097480832
0.3,0.9989047097480832
