theta,ratio above
0.5,1.0
0.525,0.9987868985038415
0.55,0.9983825313384553
0.575,0.9979781641730692
0.6,0.9971694298422968
0.625,0.9967650626769107
0.65,0.9963606955115245
0.675,0.9955519611807522
0.7,0.9947432268499797
0.725,0.9939344925192074
0.75,0.9931257581884351
0.775,0.9915082895268904
0.8,0.9915082895268904
0.825,0.9906995551961181
0.8500000000000001,0.9902951880307319
0.875,0.9890820865345734
0.9,0.9874646178730287
0.925,0.985847149211484
0.95,0.9822078447230085
0.9750000000000001,0.9745248685806712
1.0,0.0
