theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9987868985038415
0.575,0.9987868985038415
0.6,0.9987868985038415
0.625,0.9987868985038415
0.65,0.9979781641730692
0.675,0.997573797007683
0.7,0.9967650626769107
0.725,0.9967650626769107
0.75,0.9959563283461383
0.775,0.9951475940153659
0.8,0.9951475940153659
0.825,0.9947432268499797
0.8500000000000001,0.9939344925192074
0.875,0.9935301253538212
0.9,0.9923170238576627
0.925,0.9911039223615042
0.95,0.9878689850384149
0.9750000000000001,0.9838253133845531
1.0,0.0
