theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.9987868985038415
0.575,0.9979781641730692
0.6,0.997573797007683
0.625,0.9971694298422968
0.65,0.9967650626769107
0.675,0.9967650626769107
0.7,0.9955519611807522
0.725,0.9939344925192074
0.75,0.9931257581884351
0.775,0.9923170238576627
0.8,0.9915082895268904
0.825,0.9915082895268904
0.8500000000000001,0.9894864536999596
0.875,0.9886777193691872
0.9,0.9878689850384149
0.925,0.985847149211484
0.95,0.9826122118883946
0.9750000000000001,0.9757379700768297
1.0,0.0
